frame,preprocess_ms,inference_ms,postprocess_ms,total_ms
1829,2.241,7.565,1.913,11.718
1830,2.291,7.681,1.987,11.959
1831,2.353,7.821,2.098,12.272
1832,2.34,7.669,2.121,12.131
1833,2.392,7.578,2.138,12.108
1834,2.385,7.591,2.101,12.076
1835,2.216,7.604,1.984,11.804
1836,2.537,7.758,1.952,12.246
1837,2.217,7.832,2.126,12.174
1838,2.553,7.66,2.336,12.549
1839,2.499,7.608,2.121,12.228
1840,2.357,7.513,1.948,11.818
1841,2.173,7.568,2.101,11.842
1842,2.406,7.692,2.17,12.267
1843,2.303,8.32,2.634,13.257
1844,2.624,8.356,2.106,13.086
1845,2.288,7.548,1.931,11.767
1846,2.176,10.053,2.965,15.194
1847,2.442,8.476,3.068,13.986
1848,2.613,9.002,3.167,14.782
1849,2.453,7.588,1.954,11.995
1850,2.121,7.463,2.083,11.667
1851,2.255,7.48,1.98,11.715
1852,2.315,7.478,2.189,11.983
1853,2.242,7.457,1.984,11.683
1854,2.286,7.533,1.893,11.712
1855,2.143,7.956,2.084,12.183
1856,2.409,7.668,2.111,12.188
1857,2.454,7.68,2.082,12.216
1858,2.379,7.746,2.075,12.201
1859,2.528,7.838,2.545,12.911
1860,2.467,7.761,2.028,12.256
1861,2.458,7.428,1.922,11.808
1862,2.199,7.553,2.083,11.836
1863,2.197,7.41,1.901,11.509
1864,2.276,7.529,1.995,11.8
1865,2.347,7.618,1.998,11.963
1866,2.169,7.507,1.997,11.673
1867,2.241,7.543,2.072,11.856
1868,2.377,7.467,1.958,11.802
1869,2.157,7.525,3.585,13.267
1870,2.345,7.389,1.916,11.65
1871,2.158,7.562,2.076,11.797
1872,2.289,7.776,2.157,12.222
1873,2.527,7.74,2.12,12.388
1874,2.4,7.656,2.002,12.059
1875,2.503,7.481,2.056,12.039
1876,2.368,8.488,2.3,13.156
1877,2.535,7.741,2.03,12.306
1878,2.33,7.579,1.991,11.901
1879,2.249,7.488,1.984,11.721
1880,2.185,7.564,1.976,11.724
1881,2.235,7.541,1.974,11.751
1882,2.44,7.5,1.987,11.928
1883,2.257,7.964,2.643,12.865
1884,2.472,7.64,2.065,12.177
1885,2.228,7.544,1.923,11.695
1886,2.263,7.433,1.901,11.598
1887,2.188,7.577,1.948,11.713
1888,2.042,7.529,1.919,11.489
1889,2.145,7.556,2.039,11.74
1890,2.469,7.722,2.005,12.196
1891,2.512,7.615,2.07,12.197
1892,2.371,7.555,1.988,11.914
1893,2.269,7.459,1.92,11.648
1894,2.227,7.52,1.9,11.647
1895,2.178,7.559,2.02,11.757
1896,2.243,7.465,1.909,11.617
1897,2.179,7.579,2.006,11.764
1898,2.337,7.524,1.926,11.787
1899,2.264,7.654,2.03,11.948
1900,2.306,7.44,2.096,11.842
1901,2.316,7.526,1.941,11.783
1902,2.229,7.518,2.103,11.85
1903,2.271,7.636,1.895,11.801
1904,2.266,7.556,1.988,11.81
1905,2.48,7.668,2.094,12.241
1906,2.387,7.633,1.997,12.017
1907,2.395,7.679,2.061,12.135
1908,2.462,9.062,2.109,13.633
1909,2.769,7.648,2.064,12.481
1910,2.298,7.595,2.188,12.082
1911,2.291,7.498,2.115,11.904
1912,2.294,7.603,2.217,12.113
1913,2.196,7.584,1.966,11.746
1914,2.263,7.609,2.161,12.032
1915,2.361,7.463,2.097,11.92
1916,2.179,7.62,2.043,11.841
1917,2.489,7.483,1.882,11.854
1918,2.332,7.61,2.114,12.055
1919,2.219,8.297,2.046,12.562
1920,2.434,7.549,2.454,12.437
1921,2.533,7.778,2.15,12.461
1922,2.465,7.609,2.303,12.376
1923,2.41,7.683,2.028,12.121
1924,2.279,7.486,1.985,11.75
1925,2.347,7.554,1.993,11.895
1926,2.258,7.524,1.928,11.709
1927,2.158,7.474,1.937,11.569
1928,2.312,7.462,1.915,11.689
1929,2.155,7.583,2.015,11.753
