frame,read_ms,preprocess_ms,inference_ms,postprocess_ms,draw_write_ms,total_ms
1849,12.427,5.46,17.053,2.322,109.354,146.616
1850,12.32,5.457,17.027,2.579,113.03,150.413
1851,12.536,5.725,17.137,2.321,98.476,136.196
1852,12.546,5.55,16.839,2.424,110.255,147.614
1853,12.52,5.544,19.118,2.464,104.436,144.082
1854,12.419,5.533,17.151,2.326,111.695,149.123
1855,18.749,12.765,25.785,2.597,112.436,172.332
1856,13.271,5.552,17.775,2.355,108.769,147.721
1857,12.667,5.882,17.059,2.327,121.549,159.485
1858,12.467,5.575,17.322,2.388,103.622,141.373
1859,12.915,5.806,18.078,2.399,100.567,139.766
1860,11.592,5.521,17.559,2.293,91.883,128.848
1861,12.589,5.416,17.412,2.383,111.19,148.991
1862,12.423,5.422,16.996,2.305,102.296,139.442
1863,12.294,5.497,16.968,2.312,100.297,137.368
1864,12.917,5.644,17.395,2.368,124.354,162.678
1865,12.598,5.546,17.668,2.595,111.842,150.249
1866,12.348,5.509,17.581,2.348,105.995,143.781
1867,10.891,5.492,17.236,2.459,101.466,137.543
1868,12.804,5.67,17.176,2.513,113.28,151.443
1869,12.544,5.602,17.491,2.311,106.233,144.181
1870,12.359,5.793,17.223,2.344,106.566,144.285
1871,12.219,5.457,17.234,2.418,110.178,147.506
1872,19.054,6.759,17.279,2.361,97.194,142.648
1873,12.502,5.547,17.507,2.368,116.637,154.563
1874,10.802,5.826,17.946,2.345,108.274,145.193
1875,12.599,5.57,17.294,2.283,104.849,142.595
1876,14.004,5.766,18.221,2.341,110.932,151.265
1877,12.368,5.572,17.593,2.658,107.858,146.048
1878,12.617,5.659,17.591,2.349,110.89,149.106
1879,12.154,5.54,19.093,2.339,109.032,148.157
1880,12.546,5.523,17.315,2.287,113.845,151.516
1881,12.439,5.552,17.304,2.338,105.08,142.713
1882,12.715,5.56,17.282,2.556,105.971,144.084
1883,12.34,5.484,17.148,2.298,98.205,135.476
1884,13.032,5.481,16.817,2.303,90.74,128.373
1885,12.222,5.53,16.941,2.353,110.214,147.259
1886,12.24,5.409,21.353,3.352,120.717,163.072
1887,12.333,5.476,17.308,2.425,103.897,141.438
1888,12.519,5.613,17.42,2.352,110.106,148.011
1889,12.581,5.518,17.874,2.436,108.01,146.419
1890,12.515,5.596,17.365,2.334,102.416,140.226
1891,12.543,5.552,17.475,2.393,100.992,138.957
1892,13.022,6.001,17.88,2.403,112.851,152.157
1893,12.51,5.502,17.173,2.365,124.844,162.394
1894,12.939,9.773,35.453,2.411,102.127,162.702
1895,12.396,5.477,17.968,2.322,101.136,139.299
1896,12.669,5.55,17.272,2.322,91.468,129.281
1897,12.504,5.438,16.98,2.331,106.639,143.892
1898,12.409,5.467,17.003,2.292,106.461,143.633
1899,12.37,5.628,16.863,2.276,95.788,132.925
1900,12.426,5.453,16.727,2.494,138.274,175.374
1901,12.218,5.6,18.643,2.33,103.382,142.173
1902,12.467,5.593,17.305,2.319,102.441,140.125
1903,12.366,5.506,16.865,2.309,99.722,136.767
1904,12.35,5.48,16.887,2.35,107.206,144.273
1905,12.384,5.463,17.473,2.336,104.667,142.323
1906,12.782,5.484,17.779,2.609,100.571,139.225
1907,12.259,5.527,17.434,2.312,96.157,133.69
1908,12.731,5.399,26.639,2.41,100.73,147.909
1909,12.362,5.554,17.459,2.325,108.613,146.315
1910,12.61,5.589,17.249,2.373,100.578,138.4
1911,12.358,5.521,17.047,2.343,96.725,133.994
1912,12.715,5.618,17.014,2.333,106.753,144.434
1913,12.786,5.512,23.284,3.34,164.571,209.493
1914,20.891,6.3,35.964,4.441,157.106,224.702
1915,26.163,11.831,48.705,6.084,126.242,219.025
1916,12.371,5.373,17.206,4.199,212.607,251.755
1917,20.185,12.048,31.508,4.327,176.311,244.379
1918,21.145,12.319,30.223,6.154,166.452,236.293
1919,13.138,5.84,27.997,2.342,177.449,226.766
1920,19.747,11.233,29.371,4.116,150.362,214.828
1921,21.998,5.508,16.131,2.4,168.629,214.665
1922,12.274,5.318,15.86,2.294,176.183,211.928
1923,24.2,9.013,31.523,4.2,176.87,245.805
1924,19.819,11.587,34.117,4.383,183.14,253.046
1925,19.398,9.168,31.357,3.766,183.614,247.303
1926,19.733,11.097,31.633,4.332,161.848,228.643
1927,21.562,17.612,45.361,2.625,127.443,214.603
1928,13.193,5.473,23.099,2.347,218.763,262.875
1929,16.674,11.238,30.189,2.759,157.071,217.931
1930,18.517,11.268,39.877,4.417,186.182,260.261
1931,15.542,5.461,16.845,2.373,98.647,138.868
1932,14.177,5.953,19.227,2.609,96.618,138.583
1933,13.06,5.767,17.663,2.383,112.539,151.412
1934,13.924,5.979,19.342,2.594,121.405,163.244
1935,12.592,5.539,18.121,2.293,98.505,137.049
1936,12.763,5.538,17.364,2.316,106.93,144.91
1937,13.348,5.516,17.304,2.328,104.388,142.885
1938,12.504,5.691,17.358,2.317,96.844,134.715
1939,12.162,5.543,17.032,2.291,95.229,132.257
1940,12.964,5.616,16.911,2.286,110.214,147.991
1941,12.43,5.497,17.372,2.36,112.939,150.597
1942,12.324,5.529,17.303,2.361,96.405,133.921
1943,12.384,5.566,17.058,2.312,94.355,131.675
1944,12.599,5.571,17.739,2.311,90.508,128.729
1945,12.336,5.611,17.841,2.313,105.257,143.359
1946,12.446,5.524,17.269,2.287,98.589,136.116
1947,11.63,5.515,17.243,2.343,93.943,130.674
1948,13.009,5.469,17.755,2.346,104.191,142.769
1949,12.369,5.449,16.927,2.319,111.565,148.627
1950,12.287,5.459,17.275,2.297,95.517,132.835
1951,12.266,5.497,17.33,2.284,93.018,130.394
1952,12.38,5.515,17.408,2.483,105.5,143.286
1953,12.391,5.461,17.278,2.349,102.855,140.334
1954,11.464,5.484,16.861,2.301,101.554,137.665
1955,11.211,5.585,17.078,2.339,94.704,130.917
1956,12.815,5.622,16.932,2.344,91.928,129.641
1957,14.065,5.544,27.453,2.498,111.796,161.357
1958,12.552,5.536,17.108,2.286,95.955,133.436
1959,12.111,5.77,17.303,2.265,93.351,130.801
1960,12.391,5.513,16.781,2.254,122.714,159.653
1961,13.559,5.575,17.166,0.389,102.068,138.758
1962,12.56,5.67,17.12,2.314,96.935,134.601
1963,12.402,5.495,17.614,0.387,95.099,130.997
1964,12.465,5.481,16.841,0.366,120.191,155.344
1965,11.255,5.649,17.595,0.362,100.704,135.564
1966,12.341,5.46,16.829,0.367,98.44,133.437
1967,12.428,5.452,17.2,0.379,92.158,127.617
1968,12.541,5.503,17.535,0.353,93.722,129.654
1969,12.291,5.458,17.012,0.36,106.016,141.137
1970,12.467,5.736,17.266,0.363,97.599,133.431
1971,12.65,5.554,16.944,0.384,94.905,130.437
1972,12.498,5.529,16.9,0.381,117.502,152.811
1973,12.581,5.523,17.129,0.362,103.603,139.198
1974,12.31,5.5,17.068,0.355,98.851,134.083
1975,12.238,5.486,16.922,0.359,97.596,132.601
1976,12.804,5.62,17.64,0.37,111.089,147.524
1977,12.734,5.775,17.57,0.387,106.579,143.045
1978,12.862,5.689,17.774,2.54,99.537,138.402
1979,12.418,5.71,16.988,0.372,107.395,142.883
1980,12.648,5.524,16.858,0.407,93.003,128.439
1981,12.35,5.722,19.502,0.447,106.769,144.79
1982,12.277,5.548,17.529,0.366,100.119,135.838
1983,12.325,5.459,17.608,0.375,95.192,130.96
1984,12.64,5.751,18.141,0.394,107.774,144.701
1985,12.259,5.415,16.955,0.368,101.913,136.911
1986,12.556,5.542,16.849,0.384,99.498,134.828
1987,12.64,5.574,19.22,0.396,111.546,149.376
1988,12.75,5.534,17.146,0.453,113.54,149.422
1989,12.767,5.86,17.388,0.383,101.166,137.564
1990,13.49,5.991,17.071,0.385,100.202,137.139
1991,12.383,5.474,17.577,0.36,96.179,131.973
1992,12.849,5.481,16.863,0.348,92.573,128.114
1993,12.515,5.83,17.375,0.384,108.124,144.228
1994,12.411,5.577,18.117,0.395,111.559,148.059
1995,11.174,5.459,16.847,0.36,100.399,134.239
1996,12.289,5.499,16.891,0.399,95.988,131.066
1997,12.603,5.51,15.426,0.361,102.573,136.473
1998,12.43,5.817,17.07,0.346,106.732,142.395
1999,12.506,5.608,17.057,0.363,99.39,134.925
2000,12.465,5.416,16.932,0.36,105.372,140.545
2001,12.339,5.449,16.696,0.392,98.179,133.055
2002,12.817,5.505,16.74,0.352,149.344,184.757
2003,14.229,6.5,20.042,0.381,149.678,190.831
2004,22.11,9.497,31.143,0.4,156.376,219.526
2005,20.136,11.148,29.464,0.347,171.911,233.006
2006,20.114,9.23,33.513,0.353,194.723,257.932
2007,22.197,12.078,36.343,2.488,182.929,256.035
2008,21.763,11.333,30.32,2.383,175.981,241.78
2009,19.849,11.295,31.293,0.335,164.522,227.295
2010,21.776,15.593,30.361,0.785,146.186,214.702
2011,19.627,11.324,31.082,0.335,186.973,249.34
2012,20.267,9.258,31.727,0.337,178.74,240.329
2013,18.843,11.212,31.926,0.357,165.85,228.187
2014,23.403,11.199,29.652,2.386,187.495,254.136
2015,18.45,11.134,29.158,2.37,182.506,243.617
2016,18.931,9.39,42.899,0.429,138.413,210.061
2017,13.764,6.623,21.329,0.377,153.415,195.508
2018,12.796,11.361,57.262,0.398,182.302,264.12
2019,17.273,6.087,29.082,0.389,157.879,210.71
2020,19.235,6.077,21.745,0.4,160.618,208.075
2021,13.888,6.239,27.841,1.068,110.618,159.653
2022,12.746,5.691,18.24,0.391,112.645,149.714
2023,12.553,5.599,17.76,0.373,104.017,140.302
2024,12.876,5.718,17.705,0.369,101.409,138.076
2025,12.373,5.51,17.044,0.386,93.084,128.396
2026,12.643,5.553,17.13,0.39,105.519,141.235
2027,12.663,5.831,18.103,0.401,101.675,138.672
2028,12.512,5.49,17.654,0.386,102.222,138.264
2029,12.661,5.574,17.33,0.379,98.813,134.756
2030,12.575,5.488,17.444,0.516,106.892,142.916
2031,12.631,5.586,17.727,0.408,99.524,135.875
2032,12.339,5.419,17.514,0.413,97.936,133.62
2033,12.419,5.507,17.54,0.36,97.631,133.457
2034,12.862,5.574,16.636,0.361,107.672,143.105
2035,12.68,5.518,17.394,0.364,101.658,137.613
2036,12.837,5.811,21.648,0.387,109.426,150.109
2037,12.53,5.501,17.629,0.374,95.792,131.826
2038,12.753,5.689,16.883,0.39,104.431,140.147
2039,12.386,5.471,17.203,0.388,101.368,136.818
2040,12.616,5.611,16.97,0.401,84.326,119.924
2041,12.698,5.54,17.479,0.364,102.126,138.206
2042,12.975,5.762,17.217,0.375,108.873,145.202
2043,12.483,5.546,17.1,0.363,117.844,153.335
2044,12.245,5.651,17.036,0.4,102.764,138.096
2045,13.778,7.679,27.93,0.386,117.474,167.248
2046,13.21,5.768,18.009,0.405,113.995,151.388
2047,10.845,5.619,17.93,0.373,107.78,142.547
2048,11.919,5.578,17.227,0.376,105.297,140.398
2049,11.25,5.502,18.382,0.374,97.449,132.956
2050,12.687,5.65,19.499,0.377,126.061,164.274
2051,12.638,5.527,19.13,0.382,105.298,142.976
2052,12.581,6.192,18.798,0.368,87.569,125.508
2053,12.287,5.524,17.082,0.379,98.577,133.849
2054,12.956,5.692,16.872,0.384,114.614,150.518
2055,12.946,5.661,18.628,0.392,109.568,147.194
2056,13.367,5.6,17.662,0.385,101.982,138.996
2057,12.343,5.547,18.883,0.396,96.717,133.886
2058,14.406,5.446,23.72,0.443,118.972,162.987
2059,12.374,5.573,17.336,0.375,102.443,138.101
2060,12.462,5.815,17.578,0.381,103.791,140.027
2061,12.401,5.455,16.689,0.379,97.94,132.864
2062,12.509,5.662,16.833,0.378,109.054,144.436
2063,12.552,5.674,17.288,0.397,103.78,139.69
2064,12.564,5.534,17.659,0.4,93.084,129.242
2065,12.798,5.698,18.051,0.424,123.825,160.796
2066,13.358,5.802,17.069,0.371,115.28,151.88
2067,13.013,5.647,18.006,0.386,109.823,146.875
2068,12.401,5.555,17.299,0.386,103.985,139.627
2069,12.47,5.566,17.131,0.377,95.841,131.386
2070,12.578,5.557,16.488,0.42,108.347,143.39
2071,12.533,5.532,17.941,0.395,106.335,142.737
2072,12.56,5.545,17.189,0.388,116.36,152.043
2073,12.416,5.522,17.301,0.377,100.046,135.661
2074,12.895,5.663,17.043,0.352,110.358,146.31
2075,12.567,5.552,17.529,0.357,109.944,145.949
2076,12.392,5.507,17.005,0.382,85.707,120.994
2077,12.706,5.541,17.724,0.357,106.311,142.639
2078,12.939,5.601,16.912,0.363,110.421,146.236
2079,12.772,5.56,17.262,0.378,100.962,136.934
2080,14.529,7.629,25.632,0.367,109.994,158.151
2081,12.436,5.396,16.933,0.399,95.639,130.803
2082,12.805,5.49,16.849,0.354,110.22,145.717
2083,12.351,5.494,16.849,0.366,101.824,136.883
2084,12.258,5.692,17.074,2.386,99.002,136.412
2085,12.488,5.403,16.793,0.369,98.411,133.465
2086,12.407,5.48,16.818,0.347,111.054,146.107
2087,12.232,5.449,17.367,0.372,118.655,154.075
2088,11.669,5.48,17.174,0.356,86.239,120.919
2089,12.313,5.405,16.974,0.368,102.88,137.94
2090,12.914,5.561,18.807,0.352,117.074,154.707
2091,12.35,5.565,16.956,0.359,109.89,145.119
2092,17.487,11.417,34.55,3.054,146.538,213.046
2093,16.082,5.498,20.047,2.362,158.487,202.476
2094,20.034,9.867,33.25,4.559,161.149,228.86
2095,12.178,5.369,15.223,2.185,166.526,201.481
2096,58.706,11.293,29.486,6.368,158.882,264.735
2097,21.131,5.584,22.652,4.153,178.582,232.102
2098,21.416,9.072,31.126,4.192,202.514,268.32
2099,21.019,11.099,28.974,4.09,193.983,259.165
2100,19.843,11.282,32.403,4.211,150.764,218.503
2101,25.047,12.448,29.848,4.182,177.813,249.338
2102,15.394,5.361,16.766,2.503,204.962,244.986
2103,22.166,9.483,34.661,6.691,190.913,263.914
2104,19.4,11.151,31.432,4.186,187.456,253.625
2105,12.68,5.473,27.753,2.676,160.559,209.141
2106,21.832,11.368,39.864,4.637,184.836,262.537
2107,12.192,5.469,22.986,2.507,176.308,219.462
2108,19.76,11.395,41.126,4.582,183.541,260.405
2109,20.868,9.303,45.676,4.652,108.652,189.151
2110,12.917,5.684,17.425,2.272,114.476,152.774
2111,12.773,5.758,17.317,2.321,108.322,146.491
2112,12.361,5.597,17.441,2.316,85.166,122.88
2113,12.41,5.598,17.755,2.328,116.072,154.163
2114,11.083,5.482,16.794,2.289,114.099,149.746
2115,12.639,5.51,17.672,2.314,107.885,146.02
2116,12.974,5.607,20.584,2.492,105.536,147.194
2117,12.926,5.491,17.317,0.377,100.835,136.947
2118,12.786,5.771,16.62,2.315,110.349,147.841
2119,12.574,5.566,17.044,2.295,106.44,143.919
2120,12.672,5.586,18.367,2.445,121.037,160.108
2121,12.433,5.548,16.867,2.503,101.754,139.106
2122,12.691,5.654,16.609,2.262,112.447,149.663
2123,14.0,5.527,17.967,2.36,111.518,151.372
2124,13.196,6.285,20.248,2.601,93.612,135.941
2125,12.349,5.505,17.555,2.31,104.368,142.088
2126,12.499,5.567,16.833,2.368,114.469,151.735
2127,12.637,5.587,17.843,0.389,119.83,156.287
2128,12.573,5.637,17.303,2.303,104.003,141.819
2129,12.97,5.56,17.317,0.377,98.487,134.712
2130,13.18,5.753,17.345,2.415,112.361,151.054
2131,12.515,5.497,16.99,2.261,102.782,140.046
2132,12.578,5.521,16.827,2.251,102.345,139.523
2133,12.512,5.538,16.991,0.36,101.789,137.19
2134,12.486,5.576,16.417,2.289,122.389,159.157
2135,10.862,5.638,17.935,0.414,105.601,140.449
2136,10.68,5.43,17.345,0.401,85.072,118.929
2137,12.47,5.613,19.97,0.351,97.9,136.305
2138,12.435,5.425,16.713,0.35,108.533,143.455
2139,12.365,5.626,16.878,0.351,102.226,137.446
2140,12.291,5.499,17.1,0.391,101.389,136.67
2141,12.887,6.534,20.547,0.395,92.57,132.932
2142,12.501,5.492,16.978,0.371,121.903,157.245
2143,12.931,5.772,17.877,0.395,106.358,143.334
2144,12.597,5.554,17.669,0.386,105.596,141.803
2145,12.328,5.704,16.855,0.364,95.462,130.712
2146,12.525,5.425,16.603,0.368,106.656,141.577
2147,12.361,5.665,16.66,0.375,97.833,132.894
2148,12.251,5.458,18.778,0.374,96.76,133.621
2149,12.543,5.551,17.342,2.329,101.989,139.755
2150,18.734,5.289,18.594,0.369,109.758,152.745
2151,12.678,5.844,17.906,0.365,102.564,139.358
2152,12.342,5.527,17.402,0.375,98.911,134.557
2153,12.327,5.521,17.625,2.394,99.562,137.429
2154,13.107,6.55,21.223,0.403,110.231,151.515
2155,12.23,5.463,16.94,0.355,102.064,137.052
2156,12.198,5.588,17.324,0.375,99.794,135.279
2157,12.32,5.428,20.637,0.403,105.754,144.542
2158,12.493,5.516,17.004,2.34,106.364,143.716
2159,10.838,5.512,17.616,2.291,100.143,136.399
2160,12.642,5.607,17.267,2.302,78.98,116.798
2161,12.278,5.479,16.965,0.39,96.166,131.278
2162,12.609,5.499,16.705,2.272,104.671,141.756
2163,12.469,5.492,16.973,0.386,96.061,131.38
2164,12.499,5.571,17.209,0.374,97.184,132.837
2165,18.33,7.692,22.973,0.38,96.515,145.89
2166,12.715,5.54,19.297,0.376,104.057,141.985
2167,12.426,5.567,17.256,2.308,95.364,132.92
2168,12.504,5.627,17.146,2.426,94.05,131.753
2169,12.477,5.956,17.661,2.318,89.173,127.585
2170,12.711,5.667,18.001,2.299,103.349,142.028
2171,10.867,5.553,17.324,2.376,96.843,132.964
2172,12.472,5.511,18.113,2.317,83.897,122.31
2173,18.865,11.517,17.734,2.351,96.435,146.902
2174,12.472,5.509,16.822,2.266,104.703,141.772
2175,12.644,5.649,17.108,2.33,98.21,135.941
2176,12.356,5.618,16.986,2.315,95.267,132.543
2177,12.334,5.478,16.972,2.731,91.763,129.278
2178,12.537,5.51,16.823,0.371,102.023,137.263
2179,12.281,5.497,17.166,2.295,95.495,132.735
2180,12.682,5.614,17.036,2.321,150.153,187.806
2181,17.928,9.124,39.742,0.37,137.213,204.376
2182,12.368,5.569,15.635,2.118,165.643,201.332
2183,20.121,11.337,25.378,2.562,120.283,179.681
2184,63.8,17.647,36.846,2.144,102.562,222.998
2185,16.732,11.469,32.014,4.417,171.432,236.064
2186,16.789,11.316,31.118,4.171,201.96,265.355
2187,20.607,11.137,29.425,4.244,176.704,242.118
2188,20.557,11.431,29.222,6.133,155.347,222.69
2189,23.907,11.542,32.242,4.252,161.739,233.682
2190,24.668,13.45,36.12,6.126,186.071,266.436
2191,18.732,11.119,31.403,0.367,178.205,239.826
2192,18.575,11.343,31.518,0.338,168.674,230.447
2193,21.06,11.585,32.443,4.4,164.46,233.948
2194,14.31,5.776,21.492,0.367,172.625,214.57
2195,16.959,5.962,24.013,0.434,154.023,201.39
2196,13.908,7.179,20.834,3.707,130.283,175.911
2197,23.716,11.157,35.177,8.614,130.048,208.713
2198,16.124,5.94,20.501,3.551,192.725,238.841
2199,12.634,7.533,23.724,3.028,152.202,199.12
2200,19.604,5.803,18.998,2.71,111.223,158.338
2201,11.928,5.896,18.705,2.391,107.42,146.34
2202,13.233,5.779,17.509,2.434,111.538,150.494
2203,13.369,5.834,18.666,2.507,106.519,146.896
2204,13.766,5.967,18.815,2.703,112.891,154.142
2205,12.857,5.829,19.343,2.362,98.281,138.672
2206,12.37,5.691,16.779,2.279,119.16,156.28
2207,13.012,5.698,17.174,2.326,98.354,136.565
2208,12.723,5.522,16.768,2.342,83.937,121.293
2209,12.313,5.482,16.85,2.392,98.053,135.09
2210,12.669,5.543,16.765,2.277,106.147,143.4
2211,12.572,5.645,18.053,2.353,104.66,143.284
2212,12.797,5.608,17.201,2.391,106.326,144.323
2213,12.503,5.639,17.272,2.445,94.249,132.108
2214,12.86,5.688,19.137,4.34,115.263,157.288
2215,12.391,5.609,17.305,2.347,104.415,142.068
2216,12.392,5.55,16.945,2.326,98.344,135.557
2217,12.436,5.595,16.904,2.298,93.477,130.71
2218,12.286,5.543,18.063,2.397,107.668,145.957
2219,10.963,5.597,17.679,2.313,106.313,142.865
2220,10.817,5.518,17.262,2.339,84.794,120.73
2221,12.258,5.46,17.229,2.319,109.01,146.276
2222,10.091,5.582,17.337,2.324,112.991,148.325
2223,13.13,5.659,17.366,2.305,100.246,138.705
2224,12.579,5.51,17.349,2.303,98.702,136.442
2225,12.427,5.694,17.333,2.345,95.066,132.865
2226,12.551,5.759,17.698,2.294,107.73,146.033
2227,11.088,5.555,17.954,2.495,101.376,138.468
2228,12.307,5.499,16.866,2.258,98.141,135.071
2229,13.048,5.455,19.481,2.45,107.512,147.945
2230,12.466,5.466,16.494,2.301,106.032,142.759
2231,12.382,5.467,17.483,2.241,99.273,136.847
2232,12.493,5.463,16.712,2.275,82.302,119.244
2233,12.445,5.479,17.288,2.321,98.496,136.028
2234,12.809,5.427,18.616,2.242,107.3,146.394
2235,12.602,5.443,16.928,2.24,100.571,137.784
2236,12.22,5.418,16.498,2.252,115.69,152.078
2237,11.897,5.922,36.566,4.435,98.072,156.893
2238,11.633,5.481,16.269,2.214,103.234,138.831
2239,12.184,5.491,16.682,2.251,96.71,133.318
2240,13.022,5.626,17.077,2.267,103.482,141.473
2241,12.294,5.986,18.866,2.334,93.917,133.397
2242,12.666,5.825,16.349,2.232,100.464,137.536
2243,12.253,5.447,16.551,2.253,94.545,131.049
2244,12.301,5.475,16.732,2.352,96.567,133.426
2245,12.136,5.394,16.64,2.267,95.506,131.943
2246,12.277,5.423,16.485,2.292,87.877,124.353
2247,12.443,5.447,15.439,2.132,99.862,135.323
2248,12.718,5.466,15.961,2.212,100.001,136.358
2249,10.091,5.335,16.96,2.254,97.864,132.504
2250,12.322,5.495,16.841,2.478,95.687,132.823
2251,12.103,5.594,16.997,2.272,97.657,134.623
2252,12.41,5.489,18.184,3.567,112.661,152.311
2253,9.252,5.727,17.012,2.311,100.958,135.261
2254,12.165,5.396,16.683,2.275,97.123,133.641
2255,12.497,5.632,17.238,2.486,95.728,133.582
2256,14.357,5.606,16.699,2.283,96.79,135.735
2257,12.29,5.489,17.286,2.38,103.435,140.88
2258,12.164,5.464,17.177,2.346,93.924,131.075
2259,12.093,5.98,20.466,2.605,99.335,140.479
2260,11.993,5.511,17.673,2.315,114.394,151.886
2261,12.369,5.445,17.575,2.367,100.83,138.585
2262,12.252,5.527,17.435,2.439,98.35,136.003
2263,12.547,5.601,17.655,2.344,99.895,138.042
2264,12.485,5.55,16.959,2.244,106.435,143.673
2265,12.367,5.594,17.079,2.318,98.926,136.284
2266,12.107,5.484,17.468,2.625,101.326,139.01
2267,11.998,5.578,16.649,2.327,109.181,145.732
2268,12.59,5.681,17.019,2.267,94.951,132.508
2269,12.186,5.544,17.434,2.329,105.828,143.321
2270,12.51,5.586,17.259,2.367,99.501,137.223
2271,12.083,5.491,16.886,2.343,123.769,160.573
2272,20.021,9.071,40.96,4.167,161.933,236.152
2273,12.211,5.247,15.118,2.227,170.399,205.202
2274,19.024,11.173,25.956,3.604,154.993,214.751
2275,13.012,5.491,15.932,2.307,183.045,219.787
2276,23.571,11.546,31.86,3.33,186.484,256.791
2277,19.847,9.35,39.218,4.289,157.892,230.596
2278,19.75,11.18,33.441,5.182,173.478,243.031
2279,11.897,5.181,15.165,2.34,177.74,212.323
2280,21.203,12.455,29.281,6.216,167.449,236.605
2281,19.859,11.327,31.725,4.207,220.177,287.295
2282,20.68,5.154,15.874,2.578,169.083,213.369
2283,22.882,9.486,35.331,4.211,167.123,239.032
2284,22.21,11.107,31.246,4.232,195.952,264.746
2285,18.339,7.301,30.764,4.43,154.586,215.42
2286,21.087,11.371,40.147,4.581,161.936,239.123
2287,22.089,11.617,21.052,2.448,168.742,225.947
2288,22.172,9.618,43.033,4.56,193.088,272.471
2289,20.123,12.449,18.479,2.358,99.067,152.476
2290,12.206,5.67,17.814,0.358,100.098,136.146
2291,12.405,5.584,17.157,2.295,92.63,130.072
2292,12.63,5.563,16.905,2.335,89.632,127.065
2293,12.282,5.56,17.617,0.41,115.868,151.739
2294,12.27,5.539,16.942,0.368,101.157,136.276
2295,11.722,5.533,17.109,0.352,94.35,129.065
2296,11.382,5.579,17.023,2.361,109.863,146.207
2297,12.603,5.698,17.946,0.376,101.18,137.803
2298,12.405,5.562,17.426,2.434,98.038,135.865
2299,12.493,5.464,17.463,0.392,96.186,131.998
2300,12.972,5.62,16.888,0.378,115.858,151.716
2301,13.03,5.617,20.573,0.401,119.731,159.352
2302,13.172,5.497,17.426,0.389,101.991,138.476
2303,12.347,5.698,16.766,2.345,93.558,130.716
2304,12.403,5.438,17.274,0.38,95.404,130.9
2305,12.292,5.5,17.451,0.363,107.772,143.378
2306,12.596,5.642,17.746,0.448,106.378,142.808
2307,12.99,5.657,17.259,0.411,98.07,134.387
2308,12.754,5.758,18.102,0.395,125.0,162.008
2309,13.225,5.622,18.624,2.353,105.701,145.527
2310,12.98,5.559,17.12,2.295,102.153,140.108
2311,12.476,5.534,17.014,2.481,103.359,140.865
2312,10.746,5.738,17.599,2.376,116.337,152.796
2313,12.529,5.702,17.63,0.392,105.937,142.191
2314,12.32,5.755,17.78,2.467,104.037,142.359
2315,12.548,5.974,17.981,2.553,115.902,154.957
2316,13.621,5.561,17.498,2.308,96.843,135.83
2317,12.354,5.482,17.523,2.291,108.685,146.335
2318,12.377,5.478,17.227,2.301,103.947,141.33
2319,12.255,5.691,17.489,2.3,97.258,134.993
2320,12.341,5.748,19.315,2.338,115.073,154.815
2321,12.34,5.54,17.702,2.267,101.822,139.671
2322,12.483,5.826,17.637,2.341,102.207,140.494
2323,18.052,6.64,28.882,4.5,93.545,151.618
2324,12.567,5.532,16.912,2.27,108.377,145.658
2325,12.462,5.569,17.51,2.514,104.059,142.114
2326,12.298,5.659,17.001,2.4,100.093,137.45
2327,12.573,5.671,17.582,2.366,95.385,133.577
2328,13.497,5.747,17.937,2.293,97.623,137.098
2329,12.86,5.577,17.618,2.692,105.714,144.462
2330,12.331,6.868,18.068,2.433,114.943,154.643
2331,12.463,5.586,17.801,2.333,94.453,132.636
2332,12.597,5.536,16.962,2.281,108.068,145.443
2333,12.516,5.529,17.862,2.306,100.556,138.769
2334,12.405,5.768,17.416,2.334,98.672,136.595
2335,12.29,5.488,17.095,2.369,93.899,131.14
2336,12.53,5.533,16.744,2.308,110.503,147.619
2337,12.714,5.601,17.337,3.861,111.109,150.623
2338,12.218,5.565,18.146,2.387,102.146,140.462
2339,12.127,5.447,16.731,2.406,98.049,134.759
2340,12.62,5.544,17.397,2.286,93.293,131.14
2341,12.758,5.519,17.42,2.325,107.029,145.052
2342,12.705,5.611,17.389,2.327,100.059,138.091
2343,12.528,5.623,17.005,2.366,97.804,135.326
2344,12.768,5.534,17.222,2.33,111.594,149.448
2345,12.469,5.524,17.601,2.289,118.268,156.15
2346,12.411,5.575,17.007,2.302,102.418,139.714
2347,12.562,5.562,17.135,0.354,97.386,132.998
2348,12.749,5.701,16.794,2.258,107.931,145.433
2349,12.546,5.688,17.743,2.324,104.634,142.935
2350,12.533,5.531,16.993,2.324,101.547,138.928
2351,12.498,5.68,16.982,2.323,101.013,138.496
2352,12.709,5.491,17.351,2.457,97.642,135.65
2353,18.194,5.476,17.126,2.302,108.659,151.756
2354,12.424,5.663,17.109,2.286,98.025,135.507
2355,12.69,5.637,16.986,2.32,94.678,132.312
2356,12.804,5.884,17.63,2.33,108.54,147.188
2357,12.536,5.627,17.402,2.363,100.384,138.312
2358,12.395,5.583,16.715,2.282,99.248,136.224
2359,12.187,5.511,17.226,2.334,90.818,128.077
2360,16.872,7.238,20.302,2.414,185.818,232.643
2361,21.134,9.458,18.858,2.606,128.73,180.786
2362,35.004,11.129,34.392,2.518,139.372,222.415
2363,12.823,5.312,15.945,3.852,179.321,217.253
2364,22.132,9.313,31.507,4.141,144.717,211.811
