frame,read_ms,preprocess_ms,inference_ms,postprocess_ms,draw_write_ms,total_ms
0,237.769,31.791,12.078,265.853,109.497,656.988
1,17.961,9.784,19.688,2.418,110.654,160.505
2,18.957,6.314,17.734,2.418,116.435,161.859
3,18.798,5.694,17.963,2.465,126.162,171.082
4,11.734,5.656,17.31,2.365,106.625,143.691
5,12.048,5.484,16.739,2.312,103.746,140.329
6,12.518,5.662,17.318,2.252,117.426,155.176
7,12.485,5.545,17.071,2.268,113.133,150.503
8,12.647,5.649,18.95,2.67,109.707,149.623
9,12.957,5.676,17.687,2.293,98.592,137.205
10,12.622,5.664,17.658,2.427,128.104,166.475
11,12.339,5.508,16.715,2.368,156.851,193.78
12,16.806,11.663,38.573,4.494,120.008,191.545
13,21.028,11.221,37.542,5.356,160.976,236.123
14,21.307,12.244,29.803,6.364,196.319,266.037
15,20.42,11.44,31.761,4.176,184.01,251.808
16,22.671,11.289,31.575,4.683,155.128,225.346
17,20.623,11.358,29.177,4.145,155.687,220.989
18,21.622,9.092,37.411,6.669,175.098,249.891
19,20.078,11.673,29.695,2.368,211.942,275.756
20,21.042,11.559,32.144,5.471,190.132,260.347
21,20.507,18.85,49.17,5.071,176.919,270.516
22,24.851,11.606,39.521,2.345,173.113,251.436
23,19.231,11.412,31.628,4.269,186.059,252.599
24,27.518,12.096,36.121,4.497,153.617,233.848
25,20.584,10.748,49.397,7.565,167.511,255.805
26,29.843,11.119,32.584,4.321,184.195,262.061
27,21.066,11.805,39.081,4.529,165.387,241.868
28,11.016,5.821,17.261,2.332,119.527,155.956
29,11.706,5.52,16.951,2.376,95.614,132.167
30,11.042,5.443,17.219,2.285,109.658,145.647
31,12.722,5.612,17.28,2.252,108.589,146.455
32,11.153,5.524,17.076,2.339,102.739,138.832
33,12.466,5.661,17.741,2.524,96.074,134.466
34,13.862,5.869,18.703,2.517,118.584,159.534
35,12.628,5.996,17.424,2.301,121.775,160.125
36,12.744,5.672,17.54,2.464,88.41,126.829
37,12.917,5.711,17.012,2.401,99.258,137.299
38,12.812,5.562,19.37,2.61,109.703,150.056
39,12.739,5.46,17.938,2.615,103.111,141.864
40,12.985,5.766,17.519,2.41,106.686,145.366
41,13.613,5.934,16.885,2.249,105.911,144.592
42,13.738,5.99,18.471,2.364,126.63,167.193
43,16.953,6.3,19.008,2.552,107.186,151.998
44,11.123,5.753,17.433,2.334,103.532,140.175
45,12.638,5.739,17.624,2.47,106.338,144.81
46,16.615,10.179,28.482,2.292,107.614,165.182
47,12.872,5.57,17.333,2.428,106.221,144.424
48,13.134,5.743,21.074,2.507,97.011,139.469
49,12.679,6.055,17.904,2.462,116.025,155.124
50,12.799,5.874,18.005,2.452,111.662,150.793
51,12.66,5.495,17.06,2.454,105.516,143.184
52,12.678,5.63,17.537,2.295,104.722,142.862
53,12.665,5.444,17.371,2.459,102.755,140.695
54,12.84,5.413,17.14,2.504,109.226,147.124
55,12.81,6.891,17.802,2.597,105.474,145.574
56,12.653,5.827,18.884,2.568,106.996,146.928
57,12.149,5.695,19.408,2.815,100.854,140.921
58,13.343,5.416,16.793,2.327,108.237,146.116
59,12.454,5.347,16.964,2.252,103.977,140.994
60,12.744,5.542,16.666,2.256,85.996,123.205
61,12.368,5.715,18.615,2.556,112.468,151.721
62,13.063,5.739,18.835,2.312,118.798,158.747
63,12.407,5.543,17.132,2.44,103.032,140.554
64,12.657,5.613,16.63,2.398,115.574,152.871
65,12.233,5.664,17.189,2.23,97.369,134.685
66,12.857,5.484,16.496,2.209,110.389,147.435
67,12.665,5.573,16.869,2.24,105.895,143.243
68,12.38,6.001,16.665,2.387,102.775,140.209
69,12.824,7.338,18.389,2.569,106.561,147.681
70,12.454,5.463,17.191,2.186,108.968,146.262
71,12.347,5.601,18.271,2.284,121.447,159.949
72,12.398,5.621,17.356,2.299,88.398,126.07
73,12.58,5.456,16.956,2.458,106.159,143.61
74,13.297,5.629,17.238,2.454,111.951,150.569
75,13.461,5.544,17.012,2.255,104.183,142.455
76,12.962,5.57,17.482,2.313,110.52,148.847
77,12.676,5.514,16.963,2.302,98.133,135.587
78,12.747,5.762,17.447,2.299,118.654,156.908
79,12.548,5.622,17.033,2.377,103.85,141.43
80,12.434,5.588,17.208,2.472,108.651,146.353
81,12.471,5.809,17.668,2.281,100.695,138.924
82,13.096,5.831,17.911,2.305,116.075,155.219
83,13.315,5.69,17.558,2.259,108.141,146.962
84,10.966,5.848,18.928,2.538,90.17,128.451
85,12.557,5.579,17.473,2.229,112.848,150.686
86,18.824,6.98,17.095,2.316,108.895,154.111
87,11.657,5.814,17.927,2.291,107.034,144.723
88,11.914,5.617,17.508,2.298,105.56,142.897
89,11.894,5.571,17.028,2.36,104.517,141.371
90,12.401,5.738,17.262,2.396,111.826,149.624
91,10.906,5.529,17.37,2.44,106.765,143.01
92,12.644,5.783,17.636,2.485,104.52,143.069
93,12.419,5.966,23.543,2.439,104.071,148.437
94,11.682,5.54,17.89,2.487,113.004,150.603
95,12.977,5.701,18.037,2.306,105.832,144.852
96,12.739,5.863,18.123,2.417,120.617,159.758
97,20.608,6.535,26.72,3.078,147.874,204.816
98,18.008,6.281,22.601,2.485,168.904,218.279
99,22.135,11.564,36.61,5.756,183.848,259.914
100,21.086,11.371,29.803,6.193,188.55,257.002
101,23.449,13.481,31.85,4.212,165.813,238.805
102,12.384,5.512,15.109,2.305,174.06,209.37
103,12.106,5.258,15.281,2.284,233.237,268.165
104,22.226,11.664,21.921,2.49,154.189,212.491
105,12.396,5.758,24.868,4.038,146.771,193.83
106,19.288,11.521,36.188,9.074,156.777,232.848
107,18.857,11.344,32.104,4.202,176.477,242.984
108,20.735,11.397,32.522,4.254,167.599,236.506
109,17.757,13.52,29.938,6.784,173.439,241.438
110,18.905,11.089,33.639,4.19,190.483,258.305
111,17.9,11.167,29.174,4.131,192.065,254.436
112,25.063,10.902,30.154,3.595,197.421,267.134
113,17.257,11.345,32.058,4.102,174.787,239.548
114,14.361,5.461,19.169,4.896,205.989,249.875
115,12.799,5.57,17.296,2.383,103.87,141.917
116,13.103,5.801,18.038,2.391,102.992,142.326
117,13.035,5.655,17.714,2.351,98.609,137.365
118,12.823,5.633,17.061,2.349,123.18,161.045
119,12.789,5.808,17.536,2.425,104.493,143.05
120,12.521,5.732,18.684,2.311,97.508,136.756
121,12.854,5.531,17.238,2.246,97.441,135.309
122,12.676,5.466,17.149,2.234,108.366,145.891
123,12.695,5.673,17.269,2.388,101.809,139.835
124,12.555,5.675,17.279,2.42,104.818,142.748
125,12.685,5.554,18.567,2.27,95.462,134.538
126,12.889,5.671,20.441,2.549,121.879,163.429
127,12.115,6.098,22.32,2.845,105.079,148.458
128,13.08,5.715,17.44,2.325,98.016,136.576
129,12.445,5.527,17.189,2.812,97.056,135.029
130,13.39,5.668,17.13,2.274,111.285,149.747
131,12.831,5.654,18.001,2.377,110.761,149.624
132,12.619,5.579,17.474,2.331,84.674,122.677
133,12.6,5.496,17.298,2.264,115.051,152.709
134,13.394,6.012,19.606,2.371,108.064,149.448
135,13.404,5.628,17.571,2.477,105.295,144.376
136,12.706,5.466,17.352,2.284,102.321,140.129
137,12.667,5.419,19.52,2.583,98.911,139.099
138,13.022,5.583,17.532,2.336,118.371,156.844
139,13.022,5.692,17.215,2.45,109.123,147.501
140,12.657,5.442,16.963,2.265,124.034,161.36
141,13.031,5.628,18.034,2.439,104.028,143.159
142,13.127,5.85,17.545,2.41,110.804,149.737
143,12.775,5.689,17.64,2.235,107.05,145.389
144,12.897,5.662,17.906,2.455,85.531,124.451
145,13.0,5.74,17.565,2.328,105.032,143.665
146,12.774,5.507,17.488,2.278,113.312,151.359
147,12.452,5.387,17.184,2.269,123.49,160.782
148,12.56,5.463,17.012,2.431,103.509,140.976
149,12.591,5.483,16.914,2.403,96.062,133.452
150,12.768,5.506,16.959,2.213,111.78,149.226
151,13.017,5.791,17.519,2.403,104.53,143.26
152,12.436,5.672,17.764,2.626,113.204,151.703
153,13.348,5.684,17.918,2.551,101.855,141.356
154,13.038,5.555,18.656,2.789,132.787,172.824
155,14.89,5.845,19.36,2.469,117.107,159.672
156,12.357,5.593,16.843,2.285,85.869,122.947
157,12.689,5.338,16.797,2.224,101.3,138.348
158,12.627,5.534,16.715,2.223,109.728,146.827
159,12.687,5.865,16.934,2.336,109.177,147.0
160,13.261,5.751,18.526,2.551,106.074,146.164
161,12.634,5.734,17.847,2.426,125.704,164.344
162,13.403,5.645,17.008,2.382,117.461,155.899
163,12.705,5.442,16.98,2.283,106.401,143.812
164,10.958,5.684,17.198,2.239,105.334,141.413
165,12.651,5.517,17.399,2.503,100.951,139.021
166,12.878,5.761,17.29,2.449,113.089,151.467
167,12.595,5.629,17.417,2.39,108.439,146.47
168,13.572,6.189,23.288,2.306,99.108,144.462
169,12.573,5.583,17.113,2.271,104.957,142.497
170,12.67,5.449,16.785,2.361,110.416,147.68
171,13.218,5.634,17.355,2.291,105.61,144.108
172,12.6,5.445,17.146,2.259,106.19,143.639
173,12.799,5.949,17.555,2.371,99.76,138.434
174,12.606,5.428,16.737,2.217,108.02,145.008
175,14.26,13.589,22.128,2.334,135.421,187.731
176,12.789,5.554,16.965,2.285,103.986,141.58
177,12.508,5.567,17.004,2.326,103.361,140.765
178,12.767,5.627,17.079,2.221,110.657,148.351
179,12.628,5.713,17.647,2.407,110.934,149.329
180,12.673,5.762,17.212,2.252,83.082,120.98
181,12.731,5.494,17.028,2.361,104.172,141.786
182,13.005,5.455,17.34,2.25,127.367,165.417
183,10.503,5.518,17.164,2.477,146.983,182.647
184,18.497,11.643,32.933,4.213,147.555,214.841
185,25.23,11.494,33.489,4.271,172.045,246.529
186,22.567,9.512,31.867,4.116,197.687,265.748
187,18.785,9.219,35.042,6.531,178.224,247.8
188,15.769,5.855,18.28,2.836,171.841,214.58
189,11.972,5.269,14.877,2.173,189.475,223.765
190,21.261,11.174,29.131,4.194,201.774,267.535
191,22.687,9.581,23.682,2.489,165.576,224.015
192,21.486,10.384,33.955,4.336,143.689,213.85
193,20.048,11.218,31.196,4.192,175.05,241.705
194,22.385,10.475,32.755,4.209,191.721,261.544
195,20.492,11.298,33.012,4.221,189.069,258.092
196,18.827,11.052,28.834,4.162,182.712,245.586
197,21.615,11.266,35.731,3.566,157.917,230.096
198,18.581,11.356,26.996,101.703,140.719,299.355
199,31.272,9.714,42.83,6.723,179.806,270.344
200,12.609,5.555,17.359,2.253,118.266,156.041
201,12.627,5.447,16.917,2.449,101.308,138.748
202,12.608,5.477,17.03,2.211,111.622,148.949
203,13.006,5.761,17.79,2.285,109.618,148.46
204,12.898,5.744,17.541,2.299,88.942,127.424
205,12.8,5.528,16.87,2.263,105.175,142.636
206,19.238,5.601,16.435,2.319,105.623,149.216
207,12.361,5.445,16.969,2.303,116.446,153.525
208,12.428,5.477,17.045,2.229,108.454,145.634
209,12.488,5.429,16.707,2.26,100.393,137.277
210,13.123,5.651,16.768,2.428,110.203,148.174
211,18.848,5.561,16.869,2.239,108.094,151.61
212,12.856,5.753,19.479,2.295,102.774,143.158
213,13.574,5.771,17.509,2.276,97.211,136.341
214,12.487,5.618,16.586,2.3,132.147,169.137
215,12.296,5.549,17.196,2.437,111.155,148.633
216,13.366,5.669,18.489,2.605,94.052,134.181
217,13.69,5.94,18.762,2.52,111.147,152.06
218,13.9,5.845,18.066,2.467,120.074,160.351
219,12.506,5.355,16.912,2.241,105.273,142.288
220,12.42,5.359,16.735,2.228,103.831,140.573
221,12.587,5.433,17.439,2.392,96.936,134.788
222,15.305,9.717,28.545,2.344,111.07,166.98
223,12.503,5.569,17.101,2.357,107.831,145.36
224,12.962,5.387,17.196,2.228,102.933,140.705
225,12.117,5.429,17.941,2.416,103.184,141.087
226,12.678,5.73,17.175,2.321,113.886,151.789
227,12.8,5.49,16.892,2.425,104.152,141.76
228,12.509,5.597,17.463,2.23,82.688,120.487
229,12.467,5.531,17.195,2.434,109.42,147.048
230,10.313,6.197,16.975,2.24,114.444,150.169
231,12.386,5.478,17.489,2.442,103.552,141.346
232,12.365,5.499,18.267,2.66,107.082,145.873
233,10.934,5.359,16.844,2.424,97.433,132.994
234,12.627,8.882,25.365,2.201,113.349,162.424
235,17.634,5.575,17.905,2.516,104.914,148.544
236,12.599,5.631,16.772,2.308,120.779,158.088
237,12.596,5.999,17.347,2.418,96.95,135.311
238,12.984,5.568,17.024,2.333,108.78,146.69
239,12.34,5.522,17.538,2.403,101.305,139.108
240,12.411,5.765,17.194,2.371,78.67,116.411
241,12.079,5.365,16.548,2.273,93.222,129.487
242,12.64,5.368,17.287,2.246,102.575,140.115
243,12.171,5.5,16.815,2.236,98.249,134.971
244,15.443,5.675,20.175,3.185,107.345,151.823
245,12.893,5.446,17.274,2.375,91.147,129.135
246,12.207,5.494,16.443,2.192,97.907,134.243
247,12.352,5.369,17.155,2.334,104.65,141.86
248,11.826,5.807,16.19,2.387,102.939,139.148
249,12.035,5.592,16.981,2.371,96.129,133.108
250,12.256,5.374,16.759,2.216,93.771,130.376
251,12.707,5.36,16.693,2.26,104.676,141.696
252,13.003,5.832,18.021,2.439,101.171,140.466
253,12.814,5.653,17.958,2.493,226.546,265.464
254,35.797,17.306,37.466,6.324,154.452,251.345
255,17.867,5.823,16.788,2.253,88.488,131.219
256,12.812,5.604,16.693,2.231,108.691,146.031
257,14.089,6.403,20.195,2.321,112.525,155.533
258,13.233,5.34,16.938,2.251,232.364,270.125
259,34.673,17.578,47.983,2.326,91.326,193.886
260,12.585,5.428,17.241,2.234,116.334,153.822
261,10.634,5.369,17.153,2.242,101.543,136.941
262,12.577,5.316,16.985,2.233,96.808,133.919
263,12.701,5.344,16.676,2.371,107.487,144.578
264,12.91,5.517,16.781,2.364,93.796,131.367
265,12.605,5.471,17.437,2.257,108.96,146.731
266,12.515,5.401,16.864,2.244,106.491,143.514
267,19.43,11.57,25.563,2.602,147.05,206.215
268,11.338,5.715,22.311,4.075,188.106,231.545
269,18.801,11.355,29.362,4.215,188.731,252.463
270,14.267,6.385,18.232,2.359,135.795,177.038
271,53.056,11.369,29.267,4.107,134.996,232.795
272,22.3,11.166,28.98,4.068,197.991,264.505
273,19.766,10.564,32.55,4.135,183.858,250.873
274,21.07,8.452,30.748,4.493,167.011,231.774
275,12.469,5.841,23.927,2.896,142.38,187.512
276,27.182,11.243,24.337,2.256,154.483,219.5
277,20.58,11.302,29.175,4.251,185.892,251.201
278,21.291,11.418,33.069,4.116,195.244,265.138
279,21.633,9.175,32.544,4.947,158.032,226.331
280,20.969,9.099,29.777,4.236,204.488,268.569
281,20.683,8.985,30.974,4.132,161.866,226.64
282,21.345,11.167,31.97,4.306,155.908,224.696
283,13.664,5.728,25.291,2.395,165.001,212.078
284,12.681,5.204,19.346,2.425,162.798,202.455
285,19.506,10.333,40.03,9.376,101.181,180.426
286,11.24,5.544,17.196,2.362,97.672,134.014
287,12.874,5.439,17.086,2.238,88.928,126.563
288,13.265,5.577,16.539,2.294,99.471,137.146
289,13.535,5.852,17.832,2.486,106.386,146.091
290,15.495,5.341,25.466,2.747,98.668,147.717
291,10.491,5.457,16.591,2.419,89.292,124.251
292,12.778,5.577,16.744,2.247,107.332,144.678
293,12.347,5.562,16.596,2.362,110.807,147.674
294,11.184,5.67,17.624,2.468,93.176,130.123
295,12.345,5.326,16.998,2.555,90.823,128.047
296,12.499,5.31,17.141,2.258,110.56,147.768
297,13.233,5.576,20.068,2.487,106.796,148.16
298,10.964,5.598,16.855,2.28,90.239,125.937
299,12.427,5.615,16.452,2.342,84.381,121.217
300,13.271,5.621,16.774,2.279,111.021,148.966
301,12.363,5.441,18.413,2.41,108.64,147.266
302,12.41,5.346,17.097,2.266,91.969,129.088
303,13.161,5.558,17.433,2.283,88.42,126.855
304,13.177,5.605,24.738,2.422,103.334,149.276
305,12.665,5.636,19.313,2.43,107.878,147.923
306,12.51,5.503,16.997,2.363,93.802,131.175
307,12.417,5.561,17.47,2.328,87.217,124.992
308,12.765,5.667,17.419,2.436,108.917,147.203
309,12.871,5.411,17.276,2.308,95.405,133.272
310,12.582,5.404,16.873,2.249,97.58,134.688
311,13.507,5.982,19.004,2.472,96.318,137.283
312,13.043,5.72,17.464,2.408,96.047,134.682
313,12.202,5.409,19.583,2.348,118.815,158.356
314,12.379,5.543,17.704,2.509,101.064,139.198
315,13.355,5.663,17.612,2.306,93.916,132.853
316,13.496,5.701,18.284,2.527,115.436,155.443
317,13.729,5.955,18.539,2.469,100.635,141.326
318,13.467,5.943,18.056,2.301,94.048,133.815
319,12.39,5.427,17.107,2.307,87.845,125.076
320,12.499,5.598,16.553,2.263,121.747,158.659
321,12.635,5.508,16.879,2.466,95.348,132.836
322,12.503,5.477,16.936,2.263,95.448,132.627
323,12.469,5.412,17.034,2.283,93.708,130.904
324,13.501,5.538,17.443,2.475,95.024,133.981
325,13.298,5.798,17.545,2.291,107.444,146.377
326,12.999,5.744,19.817,2.493,100.563,141.616
327,12.259,5.485,16.764,2.375,89.387,126.269
328,14.597,5.457,18.026,2.715,116.204,156.999
329,12.307,5.664,16.956,2.259,96.141,133.327
330,12.487,5.328,17.131,2.31,95.925,133.181
331,12.321,5.339,17.236,2.476,90.451,127.824
332,12.533,5.256,17.815,2.402,105.706,143.711
333,12.564,5.6,17.288,2.316,97.785,135.554
334,12.206,5.29,17.389,2.314,95.937,133.135
335,12.622,5.286,16.902,2.403,101.237,138.449
336,12.807,5.544,16.664,2.544,93.287,130.846
337,13.036,5.6,16.883,2.582,101.788,139.889
338,12.491,5.781,17.212,2.506,93.59,131.581
339,12.615,5.694,17.926,2.45,90.156,128.842
340,12.723,5.774,16.674,2.562,114.03,151.763
341,12.647,5.724,17.273,2.258,92.601,130.503
342,12.486,5.623,17.27,2.26,90.422,128.062
343,12.372,5.671,16.484,2.313,102.084,138.924
344,10.881,5.429,16.571,2.177,103.459,138.516
345,12.787,6.224,17.813,2.459,100.609,139.892
346,12.276,5.388,44.104,6.653,85.607,154.029
347,12.754,5.447,16.919,2.311,86.265,123.696
348,12.856,5.438,16.845,2.229,92.29,129.657
349,12.5,5.462,17.813,2.274,100.751,138.8
350,13.499,5.202,19.735,2.573,96.72,137.727
351,12.258,5.712,18.436,2.662,99.347,138.415
352,13.234,5.512,16.542,2.202,100.998,138.489
353,12.569,5.58,16.514,2.447,99.213,136.323
354,11.037,5.506,17.807,2.419,97.346,134.116
355,12.762,5.825,17.499,2.357,90.226,128.669
356,11.945,5.472,17.218,2.431,104.085,141.151
357,11.551,5.409,17.404,2.414,94.588,131.366
358,11.456,5.801,27.201,2.967,146.899,194.324
359,18.345,9.361,34.267,2.096,120.508,184.576
360,14.217,6.105,18.101,2.062,168.265,208.749
361,21.688,11.319,31.822,4.192,165.805,234.825
362,20.112,11.294,31.384,4.228,154.442,221.46
363,18.454,10.964,28.859,4.128,165.55,227.956
364,18.411,9.144,30.945,4.217,193.877,256.593
365,20.216,11.055,30.759,4.183,170.547,236.76
366,22.634,11.333,36.082,6.458,130.749,207.256
367,21.009,11.13,33.041,2.372,119.222,186.774
368,19.86,11.533,29.818,4.177,197.995,263.383
369,21.183,11.371,32.415,5.644,162.901,233.515
370,22.368,11.247,33.804,4.107,155.187,226.712
371,19.986,8.879,31.053,4.042,145.441,209.402
372,22.426,11.585,29.481,6.206,156.775,226.473
373,19.837,11.612,38.316,2.754,158.059,230.577
374,12.417,5.726,16.054,2.397,127.435,164.029
375,17.281,6.111,15.526,2.121,132.37,173.409
376,20.097,11.71,40.853,5.516,203.104,281.28
377,21.953,9.427,35.95,2.284,93.062,162.676
378,10.943,5.542,17.168,2.245,104.547,140.445
379,12.99,5.961,19.425,2.364,85.406,126.147
380,12.624,5.345,17.036,2.283,110.833,148.122
381,12.633,5.541,17.151,2.343,96.824,134.493
382,12.124,5.287,16.944,2.241,91.241,127.837
383,12.421,5.398,16.791,2.231,86.788,123.63
384,12.752,5.791,16.562,2.377,89.149,126.631
385,12.28,5.327,16.816,2.199,101.537,138.16
386,12.66,5.279,16.791,2.227,109.995,146.952
387,12.471,5.976,18.536,2.34,91.046,130.368
388,13.208,5.718,17.19,2.266,110.541,148.923
389,12.919,5.863,17.209,2.318,94.571,132.879
390,12.551,5.533,17.325,2.253,92.073,129.735
391,12.378,5.475,16.996,2.268,86.486,123.603
392,12.752,5.44,17.278,2.256,99.366,137.093
393,12.519,5.343,17.11,2.233,92.958,130.162
394,12.532,5.395,20.933,2.523,109.14,150.523
395,12.616,5.313,17.051,2.223,86.077,123.28
396,12.728,5.747,16.87,2.431,90.941,128.717
397,11.98,5.377,16.893,2.279,96.911,133.441
398,12.534,5.61,17.114,2.29,90.226,127.774
399,12.44,5.625,16.523,2.346,84.015,120.95
400,12.269,5.36,16.757,2.441,106.744,143.571
401,12.602,5.403,17.015,2.241,101.795,139.056
402,11.31,7.459,34.208,3.974,94.745,151.696
403,12.502,5.284,17.025,2.271,88.734,125.816
404,12.705,5.504,16.825,2.524,105.261,142.819
405,11.706,5.587,17.364,2.271,95.667,132.594
406,12.701,5.456,17.364,2.293,98.213,136.027
407,13.547,5.864,19.066,2.472,99.09,140.039
408,12.785,5.923,18.778,2.439,90.452,130.377
409,12.745,5.802,18.913,2.519,117.249,157.227
410,12.46,5.452,17.434,2.556,99.056,136.957
411,11.166,5.422,17.772,2.299,91.868,128.526
412,13.286,5.731,17.248,2.213,100.073,138.55
413,12.437,5.505,17.452,2.633,95.207,133.233
414,12.225,5.377,17.191,2.223,93.719,130.735
415,12.38,5.368,16.702,2.355,90.883,127.689
416,12.8,5.294,17.177,2.23,106.755,144.257
417,13.128,5.702,18.912,2.391,120.888,161.022
418,11.884,5.845,18.789,2.481,95.546,134.545
419,12.685,5.369,17.277,2.271,87.997,125.599
420,13.205,5.711,17.351,2.212,91.959,130.438
421,13.802,5.859,18.143,2.293,100.812,140.909
422,12.877,5.449,17.666,2.481,95.062,133.535
423,12.888,5.614,18.628,4.853,101.288,143.272
424,13.783,5.988,18.833,2.661,112.865,154.131
425,16.975,12.566,19.062,2.386,96.126,147.114
426,11.395,5.714,17.877,2.252,93.291,130.528
427,12.955,5.672,17.339,2.266,89.096,127.328
428,12.673,5.844,17.55,2.313,110.489,148.869
429,13.629,5.985,19.324,2.584,104.844,146.367
430,13.233,5.697,19.911,2.724,104.696,146.261
431,12.812,5.638,17.367,2.281,108.38,146.478
432,11.094,5.521,17.214,4.586,101.055,139.47
433,12.451,5.523,17.725,2.468,102.861,141.029
434,12.519,5.437,17.046,2.476,91.973,129.45
435,12.362,5.504,16.898,2.484,96.386,133.636
436,12.87,5.53,18.215,2.221,104.925,143.761
437,12.798,5.354,17.28,2.223,97.497,135.152
438,12.548,5.54,17.539,2.229,94.733,132.589
439,13.65,5.752,17.525,2.278,88.513,127.719
440,14.624,7.464,25.346,2.501,115.062,164.997
441,10.459,5.413,17.392,2.399,98.413,134.075
442,10.96,5.704,17.172,2.44,94.989,131.265
443,12.651,5.512,17.499,2.484,92.235,130.38
444,12.842,5.321,16.767,2.284,93.124,130.338
445,12.535,5.427,17.312,2.229,103.987,141.49
446,13.246,5.513,17.685,2.419,101.595,140.458
447,12.996,5.472,17.082,2.281,105.784,143.616
448,12.829,5.761,17.151,2.401,111.633,149.775
449,13.431,5.71,18.321,2.355,102.337,142.154
450,13.482,8.959,26.997,6.788,142.766,198.991
451,12.471,11.278,35.96,6.481,146.781,212.972
452,22.699,11.404,31.991,4.258,183.124,253.475
453,18.967,11.242,41.896,6.946,164.25,243.301
454,23.3,11.413,33.657,3.568,159.09,231.028
455,18.309,11.252,31.249,4.296,153.302,218.408
456,21.899,11.31,29.35,4.152,174.929,241.639
457,19.379,12.387,21.538,2.334,158.121,213.76
458,13.692,5.48,17.426,2.518,141.956,181.072
459,19.403,11.276,32.159,4.269,139.384,206.492
460,12.211,5.308,18.232,2.09,209.164,247.004
461,12.783,5.264,16.315,2.316,196.458,233.136
462,22.514,10.588,22.161,2.52,151.582,209.364
463,21.585,11.28,29.196,4.079,154.679,220.82
464,19.771,8.883,31.168,4.067,189.551,253.441
465,20.715,11.32,39.921,4.595,170.238,246.789
466,11.954,5.458,17.523,2.222,182.198,219.355
467,21.123,11.245,39.095,4.569,161.224,237.257
468,12.997,6.631,39.65,7.147,98.581,165.006
469,11.784,5.478,17.424,2.707,105.188,142.582
470,13.019,5.626,17.377,2.242,95.191,133.455
471,10.899,5.505,17.044,2.242,92.94,128.631
472,18.678,11.803,22.732,2.265,102.571,158.049
473,12.492,5.612,17.356,2.274,97.468,135.203
474,12.507,5.415,17.303,3.127,107.887,146.24
475,12.564,5.363,18.112,2.508,90.49,129.036
476,11.068,5.393,16.395,2.594,110.249,145.7
477,13.073,5.454,17.209,2.438,97.039,135.214
478,12.803,8.63,24.418,2.584,97.152,145.586
479,10.426,5.382,17.405,3.066,90.216,126.495
480,13.002,5.507,17.14,2.257,88.639,126.544
481,13.018,5.366,17.195,2.291,106.696,144.566
482,14.918,5.996,21.622,2.806,112.595,157.937
483,13.485,5.768,17.945,2.536,96.431,136.165
484,11.205,5.57,17.148,2.366,111.769,148.058
485,12.517,5.736,16.959,2.316,96.239,133.768
486,12.783,7.083,17.078,2.252,95.406,134.601
487,12.547,5.495,16.775,2.424,90.959,128.201
488,12.18,5.366,16.696,2.191,103.077,139.51
489,12.324,5.462,17.074,2.282,109.639,146.78
490,10.996,5.492,16.966,2.255,99.218,134.927
491,12.683,5.277,16.678,2.369,92.039,129.045
492,12.817,5.679,16.621,2.491,92.946,130.553
493,12.29,5.364,16.802,2.418,102.845,139.719
494,12.579,9.845,25.563,2.286,103.188,153.461
495,12.513,5.54,16.978,2.257,93.076,130.365
496,12.473,5.734,17.101,2.302,89.855,127.463
497,12.762,5.398,19.093,2.474,113.012,152.737
498,12.583,5.69,16.673,2.639,133.999,171.584
499,12.803,5.462,17.683,2.267,96.514,134.729
500,12.549,5.371,16.641,2.445,102.9,139.906
501,11.723,5.972,19.845,2.2,91.836,131.575
502,10.672,5.402,16.052,2.268,105.56,139.955
503,12.531,5.614,16.903,2.313,96.481,133.841
504,12.509,5.374,17.122,2.237,97.515,134.758
505,12.443,5.415,16.689,2.404,99.391,136.343
506,12.476,5.304,17.605,2.234,108.36,145.98
507,13.246,5.707,18.503,2.5,103.684,143.64
508,10.96,5.999,16.77,2.46,103.839,140.028
509,12.159,5.37,17.201,2.416,92.138,129.284
510,12.46,5.378,17.905,2.291,103.028,141.062
511,10.818,5.405,17.022,2.279,98.161,133.686
512,15.424,5.335,19.115,2.92,107.227,150.02
513,12.184,5.705,16.795,2.654,90.961,128.3
514,12.82,5.517,16.843,2.403,102.867,140.45
515,13.444,6.282,17.005,2.294,97.644,136.67
516,12.112,5.386,17.065,2.266,80.663,117.492
517,12.339,5.39,17.039,2.259,95.568,132.596
518,12.468,5.411,17.855,2.317,105.511,143.562
519,12.549,5.729,17.071,2.28,113.203,150.832
520,12.386,5.661,17.275,2.247,102.652,140.22
521,12.502,5.68,18.061,2.263,91.459,129.965
522,12.653,5.815,16.839,2.224,109.146,146.677
523,12.357,5.511,16.765,2.456,98.116,135.205
524,12.48,5.341,17.028,2.313,95.906,133.067
525,12.098,5.609,16.89,2.221,93.212,130.03
526,12.481,5.664,16.362,2.289,108.527,145.324
527,12.325,5.515,19.716,2.43,108.658,148.643
528,12.925,5.613,17.277,2.321,82.154,120.289
529,12.248,5.459,17.052,2.217,97.329,134.304
530,12.688,5.561,18.961,2.676,102.631,142.516
531,12.358,5.52,16.914,2.435,98.847,136.074
532,12.728,5.427,17.36,2.223,95.527,133.265
533,12.277,5.473,16.479,2.451,91.122,127.802
534,12.287,5.325,16.925,2.251,105.751,142.54
535,12.129,7.74,23.805,2.888,104.786,151.349
