frame,read_ms,preprocess_ms,inference_ms,postprocess_ms,draw_write_ms,total_ms
2482,12.473,5.496,17.02,2.444,126.76,164.193
2483,12.804,5.633,16.906,2.277,102.949,140.568
2484,12.877,5.366,17.153,2.291,95.892,133.58
2485,12.609,5.402,17.746,2.884,113.784,152.426
2486,12.611,5.657,19.204,2.317,106.241,146.029
2487,12.493,5.452,16.82,2.268,99.189,136.222
2488,12.858,5.459,16.842,2.201,113.91,151.27
2489,12.808,5.818,16.795,2.232,123.714,161.367
2490,12.369,5.456,17.092,2.26,106.664,143.841
2491,12.299,5.414,16.556,2.445,102.342,139.056
2492,13.388,6.069,18.109,2.212,118.843,158.621
2493,12.419,5.648,16.661,2.282,105.561,142.572
2494,12.517,5.674,17.008,2.345,106.4,143.944
2495,12.297,5.537,17.053,2.303,95.941,133.131
2496,12.7,5.5,16.83,2.277,84.99,122.297
2497,14.981,5.492,18.442,2.343,115.395,156.653
2498,12.379,5.373,16.216,2.333,102.303,138.603
2499,12.796,5.983,19.35,2.597,104.249,144.976
2500,13.073,5.909,18.919,2.572,113.247,153.72
2501,12.67,5.468,17.035,2.284,94.399,131.857
2502,13.379,5.418,16.988,2.261,113.492,151.538
2503,13.219,5.737,17.859,2.439,113.727,152.98
2504,12.534,5.599,18.756,3.448,109.415,149.752
2505,12.569,5.557,16.973,2.329,93.933,131.361
2506,13.023,5.686,16.885,2.263,111.011,148.869
2507,12.699,5.743,17.577,2.354,120.35,158.723
2508,22.248,7.222,17.513,2.369,82.122,131.476
2509,12.389,5.629,16.969,2.236,99.844,137.067
2510,12.626,5.637,16.425,2.391,115.606,152.685
2511,13.549,6.025,19.333,2.663,119.545,161.114
2512,12.741,5.755,18.689,2.448,107.415,147.047
2513,9.065,4.431,12.046,1.858,78.897,106.297
2514,8.881,5.214,12.082,1.871,85.094,113.142
2515,8.723,4.229,11.39,1.83,79.57,105.741
