frame,read_ms,preprocess_ms,inference_ms,postprocess_ms,total_ms
2376,30.419,10.967,34.235,2.508,78.129
2377,153.527,5.615,18.378,2.282,179.802
2378,22.749,11.389,32.672,6.24,73.05
2379,107.043,20.369,31.074,2.371,160.857
2380,33.473,11.396,37.522,4.306,86.698
2381,147.274,9.704,28.233,2.266,187.477
2382,24.903,11.484,42.627,6.808,85.823
2383,95.882,17.174,34.692,3.207,150.954
2384,30.704,9.262,34.906,4.225,79.097
2385,179.254,14.768,17.656,2.611,214.288
2386,21.89,8.932,29.571,2.954,63.347
2387,119.026,19.624,31.001,2.971,172.622
2388,19.466,8.659,29.41,7.757,65.293
2389,147.735,10.54,25.23,1.962,185.467
2390,25.376,11.6,40.022,4.311,81.31
2391,102.775,12.236,18.398,2.813,136.222
2392,43.314,12.069,32.474,4.375,92.232
2393,78.658,7.767,39.539,2.404,128.368
2394,18.654,11.711,32.54,6.495,69.4
2395,59.714,9.261,16.733,2.49,88.198
2396,140.513,17.842,16.492,2.351,177.198
2397,24.816,11.458,32.644,4.347,73.265
2398,132.585,7.499,18.852,2.441,161.377
2399,31.727,9.107,33.569,4.268,78.671
2400,98.432,9.406,38.412,3.675,149.924
2401,64.248,18.465,39.682,2.414,124.808
2402,16.512,5.632,17.337,2.353,41.835
2403,131.583,5.409,16.022,2.195,155.21
2404,19.94,11.24,32.285,4.348,67.813
2405,169.272,10.519,17.784,2.813,200.388
2406,21.548,12.563,42.795,5.829,82.735
2407,91.954,5.954,19.034,2.47,119.413
2408,75.338,11.748,36.499,6.682,130.268
2409,36.867,16.439,39.031,7.223,99.56
2410,92.074,13.523,43.887,4.312,153.796
2411,31.847,10.651,42.152,4.797,89.447
2412,98.273,14.048,19.983,2.594,134.898
2413,29.351,5.539,17.886,2.389,55.165
2414,51.517,5.727,18.788,2.527,78.559
2415,16.833,9.85,18.709,2.583,47.975
2416,52.369,5.847,18.49,2.474,79.18
2417,45.971,5.707,18.933,2.45,73.062
2418,34.391,5.566,18.663,2.521,61.141
2419,31.694,9.89,18.701,2.592,62.876
2420,35.109,5.732,17.514,2.457,60.811
2421,62.183,5.619,19.073,2.556,89.43
2422,22.486,8.405,18.406,2.462,51.76
2423,48.823,10.382,24.403,2.815,86.423
2424,46.045,6.071,18.962,2.612,73.691
2425,52.439,5.663,18.862,2.639,79.604
2426,34.118,5.606,18.239,2.453,60.416
2427,36.785,9.693,18.787,2.759,68.024
2428,27.84,5.633,17.707,2.464,53.644
2429,72.453,5.889,18.765,2.09,99.197
2430,13.443,5.521,17.881,2.421,39.266
2431,52.935,10.193,19.334,1.95,84.411
2432,18.12,5.722,17.747,2.269,43.858
2433,74.764,5.978,17.953,1.755,100.45
2434,12.991,5.423,18.201,2.449,39.065
2435,48.967,9.844,18.658,2.459,79.929
2436,15.767,5.781,18.489,2.416,42.452
2437,92.685,6.52,14.099,1.872,115.175
2438,12.735,5.547,18.078,2.644,39.004
2439,83.007,8.058,12.212,1.78,105.058
2440,18.736,5.571,20.885,2.394,47.587
2441,77.113,6.112,19.316,2.142,104.683
2442,13.295,5.604,18.816,2.537,40.252
2443,59.827,6.01,19.823,2.33,87.989
2444,13.673,5.545,18.274,2.487,39.98
2445,81.322,10.04,14.715,1.9,107.977
2446,19.098,5.549,18.677,2.41,45.735
2447,47.4,5.867,19.085,2.613,74.965
2448,14.922,5.71,18.179,2.452,41.263
2449,82.183,5.813,14.996,1.901,104.893
2450,13.596,5.618,18.287,2.587,40.088
2451,52.496,9.889,19.626,2.874,84.884
2452,18.54,5.692,18.593,2.439,45.264
2453,77.474,5.891,30.907,3.102,117.374
2454,17.125,5.908,19.784,2.628,45.445
2455,54.632,5.944,20.043,2.466,83.085
2456,13.786,5.941,18.56,2.46,40.748
2457,83.852,5.851,15.586,1.806,107.095
2458,13.654,5.632,18.573,2.522,40.381
2459,46.353,5.708,19.104,2.581,73.747
2460,17.007,5.686,17.941,2.366,43.001
2461,83.138,5.846,16.378,1.93,107.292
2462,14.156,9.876,18.465,2.522,45.02
2463,52.024,5.796,18.879,2.483,79.182
2464,19.677,5.682,18.032,2.535,45.926
2465,86.625,6.08,19.526,2.266,114.497
2466,13.333,5.728,18.559,2.387,40.007
2467,58.261,5.819,18.978,2.61,85.668
2468,12.577,5.502,17.917,2.735,38.732
2469,110.321,5.723,13.791,1.885,131.721
2470,12.932,5.34,18.658,2.603,39.533
2471,58.377,10.147,18.607,1.981,89.112
2472,18.029,5.67,18.535,2.337,44.571
2473,84.915,5.811,18.932,1.91,111.568
2474,13.203,5.366,18.125,2.483,39.177
2475,61.225,9.985,17.147,1.847,90.205
2476,18.881,5.627,17.691,2.423,44.621
2477,86.164,5.842,18.725,1.861,112.593
2478,13.007,5.72,18.574,2.645,39.947
2479,61.149,5.932,19.487,2.509,89.077
2480,13.885,6.277,19.565,2.411,42.137
2481,87.292,5.661,18.619,1.947,113.519
2482,13.249,5.412,18.283,2.599,39.544
2483,65.944,5.605,20.513,3.514,95.577
2484,29.455,5.672,17.838,2.555,55.52
2485,85.467,5.765,17.863,1.871,110.966
2486,13.111,5.868,17.857,2.632,39.468
2487,58.342,5.706,19.134,2.654,85.836
2488,12.726,5.6,17.663,2.425,38.414
2489,91.357,5.8,16.335,1.916,115.408
2490,12.944,5.412,18.253,2.587,39.197
2491,60.324,5.58,19.073,2.127,87.103
2492,13.514,5.462,17.727,2.382,39.085
2493,83.42,10.158,20.459,2.522,116.56
2494,16.74,5.499,18.278,2.436,42.952
2495,59.043,5.905,16.303,2.38,83.631
2496,12.689,5.485,17.332,2.249,37.755
2497,42.413,5.574,16.271,2.245,66.503
2498,58.303,7.578,20.84,3.016,89.736
2499,67.35,5.665,19.12,2.554,94.689
2500,17.14,5.86,18.908,2.539,44.448
2501,45.928,9.805,18.665,2.647,77.045
2502,17.934,5.82,17.808,2.52,44.082
2503,86.966,5.831,17.559,1.698,112.054
2504,13.211,5.405,18.171,2.511,39.297
2505,54.391,10.0,18.221,1.869,84.481
2506,17.843,5.774,17.95,2.332,43.9
2507,84.248,5.83,19.43,1.812,111.32
2508,13.354,5.985,21.36,3.011,43.71
2509,50.365,9.866,18.812,2.693,81.735
2510,20.636,5.666,18.322,2.492,47.116
2511,95.793,6.51,17.856,1.858,122.017
2512,13.834,5.807,19.487,2.548,41.675
2513,44.081,6.045,22.738,3.413,76.278
2514,12.04,5.236,12.816,2.006,32.098
2515,9.616,7.705,12.276,1.831,31.428
