frame,read_ms,preprocess_ms,inference_ms,postprocess_ms,total_ms
1368,15.9,4.449,12.814,3.09,36.253
1369,86.654,4.788,12.621,2.142,106.206
1370,13.383,4.59,15.1,3.1,36.173
1371,64.543,4.841,13.035,2.075,84.495
1372,13.039,4.244,12.975,3.041,33.298
1373,82.291,4.67,12.956,2.068,101.985
1374,13.134,4.47,14.019,3.068,34.692
1375,54.284,4.764,13.167,3.116,75.331
1376,16.382,4.5,12.832,2.977,36.691
1377,93.768,4.835,13.272,3.249,115.124
1378,27.903,4.653,15.902,6.098,54.557
1379,82.837,4.677,16.047,3.283,106.844
1380,81.474,4.675,12.99,2.979,102.118
1381,90.607,6.57,15.341,2.832,115.351
1382,12.752,4.562,13.42,3.399,34.133
1383,101.005,5.161,13.23,3.128,122.524
1384,39.758,9.059,19.268,4.991,73.076
1385,138.01,7.879,19.63,4.852,170.37
1386,22.757,8.409,22.41,5.385,58.961
1387,105.376,8.577,19.053,4.83,137.836
1388,25.663,8.313,22.521,5.0,61.496
1389,158.081,9.624,19.908,2.872,190.484
1390,19.385,8.278,19.218,4.942,51.823
1391,128.741,4.344,12.654,2.969,148.708
1392,23.358,8.186,17.186,4.922,53.653
1393,157.758,5.964,18.19,2.924,184.836
1394,21.924,7.673,19.315,4.921,53.833
1395,120.273,8.581,20.111,5.038,154.003
1396,21.678,12.152,35.061,9.562,78.453
1397,126.219,8.762,17.643,4.846,157.471
1398,15.409,5.181,13.056,3.124,36.77
1399,135.592,4.705,12.863,3.182,156.342
1400,13.504,4.312,12.661,2.912,33.389
1401,123.279,4.733,12.725,3.037,143.774
1402,94.208,8.509,22.128,5.083,129.927
1403,36.076,6.693,16.352,7.09,66.21
1404,119.94,8.358,19.588,4.845,152.73
1405,69.607,8.562,21.562,7.4,107.132
1406,118.389,8.522,13.132,3.111,143.154
1407,18.365,7.709,19.445,4.921,50.439
1408,60.371,4.584,12.642,2.949,80.547
1409,167.053,11.715,14.601,3.049,196.418
1410,23.298,8.844,19.486,4.884,56.512
1411,118.301,8.266,21.409,2.878,150.853
1412,22.76,8.24,16.896,7.029,54.925
1413,155.054,6.864,15.375,3.136,180.429
1414,21.499,9.328,19.901,5.126,55.854
1415,92.53,11.316,15.016,3.404,122.266
1416,16.306,5.48,12.998,3.165,37.949
1417,168.274,5.817,16.12,3.111,193.323
1418,20.642,9.584,22.066,5.094,57.386
1419,63.979,4.547,14.404,3.667,86.597
1420,113.846,8.53,20.703,7.239,150.317
1421,19.375,4.573,15.344,3.18,42.473
1422,127.616,3.865,12.441,2.243,146.165
1423,11.227,4.462,13.05,2.939,31.678
1424,52.553,4.683,14.364,3.017,74.617
1425,39.335,4.611,12.948,2.925,59.818
1426,43.085,4.582,13.047,3.274,63.987
1427,26.514,4.412,13.153,3.581,47.66
1428,45.043,4.748,12.839,3.224,65.854
1429,53.203,4.78,12.946,3.166,74.094
1430,30.836,4.524,12.906,3.233,51.5
1431,38.415,4.509,12.923,3.175,59.023
1432,30.94,4.663,12.734,3.069,51.405
1433,59.489,4.346,12.962,3.161,79.958
1434,25.095,4.69,12.88,2.968,45.633
1435,61.811,8.433,14.324,3.039,87.607
1436,15.033,4.704,12.829,3.036,35.603
1437,91.992,3.842,12.537,2.097,110.467
1438,11.875,4.448,12.999,3.025,32.347
1439,58.475,4.91,13.16,2.099,78.643
1440,13.739,4.535,15.09,3.095,36.459
1441,81.676,4.652,12.808,2.275,101.412
1442,11.58,4.319,14.385,3.139,33.423
1443,59.783,5.111,13.131,2.263,80.288
1444,13.612,4.56,14.223,3.177,35.572
1445,79.539,4.563,12.769,2.212,99.082
1446,13.243,4.483,12.809,2.923,33.459
1447,54.058,4.435,13.086,3.071,74.649
1448,14.023,4.762,12.959,2.94,34.684
1449,79.717,4.827,14.812,2.424,101.78
1450,13.826,4.428,15.254,3.03,36.537
1451,50.581,4.581,13.575,3.013,71.75
1452,39.266,4.669,12.84,3.101,59.876
1453,60.348,4.096,12.907,3.102,80.453
1454,25.643,4.712,12.791,3.127,46.273
1455,44.887,4.683,13.032,3.247,65.848
1456,22.352,4.584,12.836,3.13,42.901
1457,85.073,4.654,12.768,2.21,104.705
1458,13.345,4.09,13.849,3.063,34.347
1459,52.563,5.293,13.629,3.345,74.831
1460,16.786,4.578,12.914,3.016,37.294
1461,81.59,4.789,12.964,2.245,101.588
1462,11.739,4.252,12.908,2.987,31.886
1463,61.008,4.84,13.199,2.225,81.274
1464,13.608,4.469,14.367,2.985,35.43
1465,80.113,4.846,14.578,2.503,102.04
1466,13.211,4.683,12.93,3.09,33.914
1467,64.225,4.577,13.054,3.044,84.9
1468,12.735,7.621,16.916,5.208,42.48
1469,103.335,3.894,12.621,2.163,122.014
1470,14.764,4.495,13.883,3.036,36.178
1471,55.741,4.776,13.106,3.126,76.749
1472,14.316,4.625,12.853,3.035,34.829
1473,78.335,4.661,12.948,2.325,98.269
1474,12.007,4.581,13.996,2.875,33.459
1475,57.943,4.313,12.994,3.098,78.348
1476,13.287,4.355,12.76,2.956,33.358
1477,89.456,3.938,12.608,2.088,108.09
1478,13.394,4.432,14.092,2.945,34.862
1479,50.02,4.557,13.057,2.948,70.581
1480,17.309,4.008,12.724,3.018,37.059
1481,81.863,4.461,13.021,2.129,101.474
1482,13.585,4.093,13.884,2.914,34.476
1483,60.137,4.688,14.143,2.467,81.434
